LiquidClassName,Volume,StepType,Sheet,CurveID,Channel,Time,StepNumber,TadmMode,TadmError
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,394,3,7/19/2022 4:46:11 PM,1313,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,395,4,7/19/2022 4:46:12 PM,1313,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,396,5,7/19/2022 4:46:12 PM,1313,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,397,6,7/19/2022 4:46:13 PM,1313,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,398,7,7/19/2022 4:46:13 PM,1313,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,399,8,7/19/2022 4:46:14 PM,1313,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,432,1,7/19/2022 4:48:53 PM,1855,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,433,2,7/19/2022 4:49:04 PM,1863,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,434,3,7/19/2022 4:49:06 PM,1863,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,435,4,7/19/2022 4:49:07 PM,1863,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,436,5,7/19/2022 4:49:07 PM,1863,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,437,6,7/19/2022 4:49:08 PM,1863,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,438,7,7/19/2022 4:49:08 PM,1863,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,439,8,7/19/2022 4:49:09 PM,1863,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,472,1,7/19/2022 4:53:25 PM,2506,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,473,2,7/19/2022 4:53:26 PM,2506,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,874,1,7/19/2022 5:52:42 PM,2039,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,875,2,7/19/2022 5:52:43 PM,2039,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,876,3,7/19/2022 5:52:44 PM,2039,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,877,4,7/19/2022 5:52:45 PM,2039,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,878,5,7/19/2022 5:52:45 PM,2039,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,879,6,7/19/2022 5:52:46 PM,2039,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,880,7,7/19/2022 5:52:46 PM,2039,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,881,8,7/19/2022 5:52:47 PM,2039,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,914,1,7/19/2022 5:56:19 PM,2626,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,915,2,7/19/2022 5:56:19 PM,2626,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,916,3,7/19/2022 5:56:20 PM,2626,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,917,4,7/19/2022 5:56:20 PM,2626,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,918,5,7/19/2022 5:56:21 PM,2626,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,919,6,7/19/2022 5:56:21 PM,2626,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,920,7,7/19/2022 5:56:22 PM,2626,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,921,8,7/19/2022 5:56:22 PM,2626,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1146,1,7/20/2022 3:32:06 PM,9802,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1147,2,7/20/2022 3:32:07 PM,9802,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1148,3,7/20/2022 3:32:08 PM,9802,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1149,4,7/20/2022 3:32:08 PM,9802,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1150,5,7/20/2022 3:32:09 PM,9802,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1151,6,7/20/2022 3:32:09 PM,9802,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1152,7,7/20/2022 3:32:10 PM,9802,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1153,8,7/20/2022 3:32:10 PM,9802,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1186,1,7/20/2022 3:35:32 PM,481,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1187,2,7/20/2022 3:35:34 PM,481,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1188,3,7/20/2022 3:35:34 PM,481,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1189,4,7/20/2022 3:35:35 PM,481,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1190,5,7/20/2022 3:35:35 PM,481,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1191,6,7/20/2022 3:35:36 PM,481,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1192,7,7/20/2022 3:35:36 PM,481,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1193,8,7/20/2022 3:35:37 PM,481,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1226,1,7/20/2022 3:39:05 PM,1069,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1227,2,7/20/2022 3:39:06 PM,1069,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1228,3,7/20/2022 3:39:07 PM,1069,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1229,4,7/20/2022 3:39:07 PM,1069,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1230,5,7/20/2022 3:39:08 PM,1069,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1231,6,7/20/2022 3:39:08 PM,1069,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1232,7,7/20/2022 3:39:09 PM,1069,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1233,8,7/20/2022 3:39:09 PM,1069,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1266,1,7/20/2022 3:42:37 PM,1656,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1267,2,7/20/2022 3:42:38 PM,1656,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1268,3,7/20/2022 3:42:38 PM,1656,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1269,4,7/20/2022 3:42:39 PM,1656,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1270,5,7/20/2022 3:42:39 PM,1656,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1581,1,7/21/2022 11:32:01 AM,600,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1582,2,7/21/2022 11:32:02 AM,600,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1583,3,7/21/2022 11:32:02 AM,600,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1584,4,7/21/2022 11:32:03 AM,600,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1585,5,7/21/2022 11:32:03 AM,600,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1586,6,7/21/2022 11:32:04 AM,600,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1587,7,7/21/2022 11:32:04 AM,600,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1588,8,7/21/2022 11:32:05 AM,600,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1621,1,7/21/2022 11:34:43 AM,1142,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1622,2,7/21/2022 11:34:44 AM,1142,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1623,3,7/21/2022 11:34:45 AM,1142,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1624,4,7/21/2022 11:34:46 AM,1142,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1625,5,7/21/2022 11:34:46 AM,1142,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1626,6,7/21/2022 11:34:47 AM,1142,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1627,7,7/21/2022 11:34:47 AM,1142,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1628,8,7/21/2022 11:34:48 AM,1142,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1661,1,7/21/2022 11:37:28 AM,1684,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1662,2,7/21/2022 11:37:30 AM,1684,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1663,3,7/21/2022 11:37:30 AM,1684,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1664,4,7/21/2022 11:37:31 AM,1684,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1665,5,7/21/2022 11:37:31 AM,1684,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1666,6,7/21/2022 11:37:32 AM,1684,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1667,7,7/21/2022 11:37:32 AM,1684,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1668,8,7/21/2022 11:37:33 AM,1684,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1701,1,7/21/2022 11:41:03 AM,2277,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1702,2,7/21/2022 11:41:03 AM,2277,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1703,3,7/21/2022 11:41:04 AM,2277,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1704,4,7/21/2022 11:41:04 AM,2277,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1705,5,7/21/2022 11:41:05 AM,2277,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1706,6,7/21/2022 11:41:05 AM,2277,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1707,7,7/21/2022 11:41:06 AM,2277,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1708,8,7/21/2022 11:41:06 AM,2277,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1741,1,7/21/2022 11:45:30 AM,2923,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1742,2,7/21/2022 11:45:31 AM,2923,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1743,3,7/21/2022 11:45:32 AM,2923,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1744,4,7/21/2022 11:45:32 AM,2923,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1830,1,7/21/2022 12:01:16 PM,6212,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1831,2,7/21/2022 12:01:17 PM,6212,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,1832,3,7/21/2022 12:01:18 PM,6212,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2141,1,7/21/2022 1:03:45 PM,3071,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2142,2,7/21/2022 1:03:46 PM,3071,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2143,3,7/21/2022 1:03:47 PM,3071,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2144,4,7/21/2022 1:03:48 PM,3071,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2145,5,7/21/2022 1:03:48 PM,3071,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2146,6,7/21/2022 1:03:49 PM,3071,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2147,7,7/21/2022 1:03:49 PM,3071,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2148,8,7/21/2022 1:03:50 PM,3071,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2178,1,7/21/2022 1:08:56 PM,3899,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2179,2,7/21/2022 1:08:57 PM,3899,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2180,3,7/21/2022 1:08:58 PM,3899,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2181,4,7/21/2022 1:08:59 PM,3899,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2182,5,7/21/2022 1:08:59 PM,3899,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2183,6,7/21/2022 1:09:00 PM,3899,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2184,7,7/21/2022 1:09:00 PM,3899,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2312,1,7/21/2022 3:49:59 PM,7559,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2315,1,7/21/2022 3:51:34 PM,7739,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2318,1,7/21/2022 3:53:11 PM,7920,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2321,1,7/21/2022 3:54:47 PM,8100,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2324,1,7/21/2022 3:56:26 PM,8281,0,0
NMDX_LHPA_Buffer_TADM,700,Aspirating,PressureValues0,2327,1,7/21/2022 3:58:02 PM,8462,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,9,1,7/18/2022 11:05:57 AM,893,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,10,2,7/18/2022 11:05:58 AM,893,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,35,1,7/19/2022 3:30:09 PM,3990,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,68,1,7/19/2022 3:32:51 PM,4462,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,69,2,7/19/2022 3:32:51 PM,4462,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,70,3,7/19/2022 3:32:53 PM,4462,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,71,4,7/19/2022 3:32:53 PM,4462,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,72,5,7/19/2022 3:32:54 PM,4462,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,73,6,7/19/2022 3:32:56 PM,4462,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,74,7,7/19/2022 3:32:57 PM,4462,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,75,8,7/19/2022 3:32:58 PM,4462,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,105,1,7/19/2022 3:35:51 PM,4991,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,106,2,7/19/2022 3:35:52 PM,4991,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,107,3,7/19/2022 3:35:53 PM,4991,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,108,4,7/19/2022 3:35:54 PM,4991,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,109,5,7/19/2022 3:35:55 PM,4991,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,110,6,7/19/2022 3:35:56 PM,4991,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,400,Dispensing,PressureValues1,111,7,7/19/2022 3:35:57 PM,4991,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,3,1,7/18/2022 11:04:18 AM,725,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,4,2,7/18/2022 11:04:20 AM,725,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,32,1,7/19/2022 3:28:31 PM,3855,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,44,1,7/19/2022 3:31:07 PM,4096,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,45,2,7/19/2022 3:31:09 PM,4096,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,46,3,7/19/2022 3:31:10 PM,4096,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,47,4,7/19/2022 3:31:11 PM,4096,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,48,5,7/19/2022 3:31:12 PM,4096,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,49,6,7/19/2022 3:31:13 PM,4096,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,50,7,7/19/2022 3:31:13 PM,4096,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,51,8,7/19/2022 3:31:14 PM,4096,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,84,1,7/19/2022 3:34:08 PM,4642,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,85,2,7/19/2022 3:34:10 PM,4642,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,86,3,7/19/2022 3:34:11 PM,4642,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,87,4,7/19/2022 3:34:12 PM,4642,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,88,5,7/19/2022 3:34:13 PM,4642,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,89,6,7/19/2022 3:34:14 PM,4642,0,0
NMDX_LHPA_CapPlate_Plasma_TADM,700,Dispensing,PressureValues2,90,7,7/19/2022 3:34:15 PM,4642,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,304,1,7/19/2022 4:37:38 PM,9805,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,305,2,7/19/2022 4:37:38 PM,9805,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,306,3,7/19/2022 4:37:40 PM,9805,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,307,4,7/19/2022 4:37:40 PM,9805,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,308,5,7/19/2022 4:37:43 PM,9805,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,309,6,7/19/2022 4:37:43 PM,9805,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,310,7,7/19/2022 4:37:44 PM,9805,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,311,8,7/19/2022 4:37:45 PM,9805,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,344,1,7/19/2022 4:40:26 PM,448,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,345,2,7/19/2022 4:40:27 PM,448,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,346,3,7/19/2022 4:40:28 PM,448,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,347,4,7/19/2022 4:40:29 PM,448,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,348,5,7/19/2022 4:40:31 PM,448,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,349,6,7/19/2022 4:40:32 PM,448,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,350,7,7/19/2022 4:40:33 PM,448,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,351,8,7/19/2022 4:40:33 PM,448,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,384,1,7/19/2022 4:43:59 PM,1036,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,385,2,7/19/2022 4:44:00 PM,1036,0,0
NMDX_LHPA_CapPlate_Urine_TADM,400,Dispensing,PressureValues3,386,3,7/19/2022 4:44:01 PM,1036,0,0
